Cancer_type	Regulatory_element	Cell_or_tissue	Factor	GEO_Sample_ID_or_ENCODE_file_ID	GEO_Series_ID_or_ENCODE_experiment_ID	PMID	Title	SRA_run_ID	Input_GEO_Sample_ID	Input_SRA_run_ID	File_URL
COAD	NDR	HCT116	ATAC-seq	GSM2719725	GSE101975	28967863	Chromatin accessibility underlies synthetic lethality of SWI/SNF subunits in ARID1A-mutant cancers	SRR5876159	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HCT116_GSM2719725_ATAC-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Caco2	DNase-seq	GSM2224587	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737471	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Caco2_GSM2224587_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Caco2	DNase-seq	GSM736500	GSE29692	26502339	The accessible chromatin landscape of the human genome	SRR231121	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Caco2_GSM736500_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Caco2	DNase-seq	GSM736587	GSE29692	26502339	The accessible chromatin landscape of the human genome	SRR231210	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Caco2_GSM736587_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	COLO205	DNase-seq	GSM2224588	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737472	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/COLO205_GSM2224588_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	GP5d	DNase-seq	GSM2224589	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737473	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/GP5d_GSM2224589_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	HCT116	DNase-seq	GSM1224666	GSE50610	26257180	Role of DNA Methylation in Modulating Transcription Factor Occupancy	SRR969191	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HCT116_GSM1224666_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	HCT116	DNase-seq	GSM1224667	GSE50610	26257180	Role of DNA Methylation in Modulating Transcription Factor Occupancy	SRR969192	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HCT116_GSM1224667_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	HCT116	DNase-seq	GSM1224668	GSE50610	26257180	Role of DNA Methylation in Modulating Transcription Factor Occupancy	SRR969193	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HCT116_GSM1224668_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	HCT116	DNase-seq	GSM736493	GSE29692	26502339	The accessible chromatin landscape of the human genome	SRR231114	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HCT116_GSM736493_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	HCT116	DNase-seq	GSM736600	GSE29692	26502339	The accessible chromatin landscape of the human genome	SRR231224	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HCT116_GSM736600_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	HT29	DNase-seq	GSM2224590	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737474	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/HT29_GSM2224590_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	LoVo	DNase-seq	GSM2224597	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737481	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/LoVo_GSM2224597_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Normal-colon-crypt	DNase-seq	GSM2058015	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157770	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Normal-colon-crypt_GSM2058015_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Normal-colon-crypt	DNase-seq	GSM2058016	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157771	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Normal-colon-crypt_GSM2058016_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Normal-colon-crypt	DNase-seq	GSM2058017	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157772	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Normal-colon-crypt_GSM2058017_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	SW1116	DNase-seq	GSM2224595	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737497	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/SW1116_GSM2224595_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Fetal-large-intestine-tissue	DNase-seq	GSM665815	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097572,SRR097573	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Fetal-large-intestine-tissue_GSM665815_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Fetal-large-intestine-tissue	DNase-seq	GSM665818	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097578,SRR097579,SRR097580	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Fetal-large-intestine-tissue_GSM665818_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	Fetal-large-intestine-tissue	DNase-seq	GSM665826	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097595,SRR097596	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/Fetal-large-intestine-tissue_GSM665826_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	V432	DNase-seq	GSM883679	GSE36401	22499810	Epigenomic enhancer profiling defines a signature of colon cancer	SRR424632	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/V432_GSM883679_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	V429	DNase-seq	GSM883680	GSE36401	22499810	Epigenomic enhancer profiling defines a signature of colon cancer	SRR424633	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/V429_GSM883680_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	RKO	DNase-seq	GSM2224592	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737476	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/RKO_GSM2224592_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	SKCO1	DNase-seq	GSM2224593	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737477	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/SKCO1_GSM2224593_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	NDR	SW480	DNase-seq	GSM2224594	GSE83968	28195176	The non-coding variant rs1800734 enhances DCLK3 expression through long-range interaction and promotes colorectal cancer progression	SRR3737478	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/COAD/SW480_GSM2224594_DNase-seq_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
ESCA	NDR	Esophageal-epithelial-cells	DNase-seq	GSM1014511	GSE26328	22955618	An expansive human regulatory lexicon encoded in transcription factor footprints	SRR585852,SRR585853,SRR585854,SRR585857,SRR585858,SRR585860	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/ESCA/Esophageal-epithelial-cells_GSM1014511_DNase-seq_ESCA.filt.nodup.srt.MACS2.narrowPeak.gz
ESCA	NDR	Tracheal-epithelial-cells	DNase-seq	GSM1260860	GSE52181	22169360	A genome-wide analysis of open chromatin in human tracheal epithelial cells reveals novel candidate regulatory elements for lung function	SRR1027046,SRR1027047,SRR1027048	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/ESCA/Tracheal-epithelial-cells_GSM1260860_DNase-seq_ESCA.filt.nodup.srt.MACS2.narrowPeak.gz
ESCA	NDR	Tracheal-epithelial-cells	DNase-seq	GSM1260861	GSE52181	22169360	A genome-wide analysis of open chromatin in human tracheal epithelial cells reveals novel candidate regulatory elements for lung function	SRR1027049,SRR1027050,SRR1027051	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/ESCA/Tracheal-epithelial-cells_GSM1260861_DNase-seq_ESCA.filt.nodup.srt.MACS2.narrowPeak.gz
ESCA	NDR	Esophageal-epithelial-cells	DNase-seq	GSM736532	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231155	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/ESCA/Esophageal-epithelial-cells_GSM736532_DNase-seq_ESCA.filt.nodup.srt.MACS2.narrowPeak.gz
ESCA	NDR	Esophageal-epithelial-cells	DNase-seq	GSM736585	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231208	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/ESCA/Esophageal-epithelial-cells_GSM736585_DNase-seq_ESCA.filt.nodup.srt.MACS2.narrowPeak.gz
HNSC	NDR	Tracheal-epithelial-cells	DNase-seq	GSM1260860	GSE52181	22169360	A genome-wide analysis of open chromatin in human tracheal epithelial cells reveals novel candidate regulatory elements for lung function	SRR1027046,SRR1027047,SRR1027048	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/HNSC/Tracheal-epithelial-cells_GSM1260860_DNase-seq_HNSC.filt.nodup.srt.MACS2.narrowPeak.gz
HNSC	NDR	Tracheal-epithelial-cells	DNase-seq	GSM1260861	GSE52181	22169360	A genome-wide analysis of open chromatin in human tracheal epithelial cells reveals novel candidate regulatory elements for lung function	SRR1027049,SRR1027050,SRR1027051	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/HNSC/Tracheal-epithelial-cells_GSM1260861_DNase-seq_HNSC.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	HEK293T	ATAC-seq	GSM2643630	GSE99407	29072575	A map of human PRDM9 binding provides evidence for novel behaviors of PRDM9 and other zinc-finger proteins in meiosis	SRR5627157	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/HEK293T_GSM2643630_ATAC-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	ENCFF723TSB,ENCFF094EVW	ENCSR066WZJ	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_ENCFF723TSB,ENCFF094EVW_DNase-seq_KIRP.bed.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	ENCFF058HYK,ENCFF409SXU,ENCFF222BPQ,ENCFF565RUN	ENCSR097BWW	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_ENCFF058HYK,ENCFF409SXU,ENCFF222BPQ,ENCFF565RUN_DNase-seq_KIRP.bed.gz
KIRP	NDR	ACHN	DNase-seq	ENCFF777XHM,ENCFF147NVJ,ENCFF590ZRJ,ENCFF506EZN	ENCSR257BGZ	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/ACHN_ENCFF777XHM,ENCFF147NVJ,ENCFF590ZRJ,ENCFF506EZN_DNase-seq_KIRP.bed.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	ENCFF105JDU,ENCFF459HBF	ENCSR768OLL	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_ENCFF105JDU,ENCFF459HBF_DNase-seq_KIRP.bed.gz
KIRP	NDR	HEK293T	DNase-seq	GSM1008573	GSE32970	22955983	Predicting cell-type-specific gene expression from regions of open chromatin	SRR576373,SRR576374	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/HEK293T_GSM1008573_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1024607	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR606876,SRR606877	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1024607_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1024608	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR606878,SRR606879	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1024608_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM1027314	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609555,SRR609556	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM1027314_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM1027316	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609559,SRR609560	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM1027316_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM1027323	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609572,SRR609573,SRR609574	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM1027323_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027329	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609585,SRR609586	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027329_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027336	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609599,SRR609600	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027336_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027337	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609601	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027337_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027338	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609602,SRR609603	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027338_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027340	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609605,SRR609606,SRR609607	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027340_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
