Cancer_type	Regulatory_element	Cell_or_tissue	Factor	GEO_Sample_ID_or_ENCODE_file_ID	GEO_Series_ID_or_ENCODE_experiment_ID	PMID	Title	SRA_run_ID	Input_GEO_Sample_ID	Input_SRA_run_ID	File_URL
BRCA	enhancer	MB361	H3K27ac	GSM2258758	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997247	GSM2258774,GSM2258775	SRR3997263,SRR3997264	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB361_GSM2258758_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB361	H3K4me1	GSM2258764	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997253	GSM2258774,GSM2258775	SRR3997263,SRR3997264	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB361_GSM2258764_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB436	H3K27ac	GSM2258866	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997355	GSM2258882,GSM2258883	SRR3997371,SRR3997372	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB436_GSM2258866_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB436	H3K27ac	GSM2258867	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997356	GSM2258882,GSM2258883	SRR3997371,SRR3997372	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB436_GSM2258867_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB436	H3K4me1	GSM2258873	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997362	GSM2258882,GSM2258883	SRR3997371,SRR3997372	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB436_GSM2258873_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB468	H3K27ac	GSM2258884	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997373	GSM2258900,GSM2258901	SRR3997389,SRR3997390	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB468_GSM2258884_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB468	H3K4me1	GSM2258890	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997379	GSM2258900,GSM2258901	SRR3997389,SRR3997390	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB468_GSM2258890_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MB468	H3K4me1	GSM2258891	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997380	GSM2258900,GSM2258901	SRR3997389,SRR3997390	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MB468_GSM2258891_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-10A	H3K27ac	GSM2175781	GSE78913	27833659	Identification of activated enhancers and linked transcription factors in breast, prostate, and kidney tumors by tracing enhancer networks using epigenetic traits	SRR3578182	GSM2175783	SRR3578184	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-10A_GSM2175781_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-10A	H3K27ac	GSM2175782	GSE78913	27833659	Identification of activated enhancers and linked transcription factors in breast, prostate, and kidney tumors by tracing enhancer networks using epigenetic traits	SRR3578183	GSM2175783	SRR3578184	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-10A_GSM2175782_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-10A	H3K27ac	GSM2258704	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997193	GSM2258720,GSM2258721	SRR3997209,SRR3997210	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-10A_GSM2258704_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-10A	H3K27ac	GSM2258705	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997194	GSM2258720,GSM2258721	SRR3997209,SRR3997210	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-10A_GSM2258705_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-10A	H3K4me1	GSM2258710	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997199	GSM2258720,GSM2258721	SRR3997209,SRR3997210	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-10A_GSM2258710_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	ENCFF975BFU	ENCSR752UOD	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_ENCFF975BFU_H3K27ac_BRCA.bed.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM1383859	GSE57498	24916973	Reconfiguration of nucleosome-depleted regions at distal regulatory elements accompanies DNA methylation of enhancers and insulators in cancer	SRR1282218	GSM1383864	SRR1282223	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM1383859_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM1402798	GSE58177	25211228	Targeted H3R26 deimination specifically facilitates estrogen receptor binding by modifying nucleosome structure	SRR1323035	GSM1402804,GSM1402805	SRR1323041,SRR1323042	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM1402798_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM1693017	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035163	GSM1693029	SRR2035175	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM1693017_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2067520	GSE78114	31690629	Hypoxia drives glucose transporter 3 expression through hypoxia-inducible transcription factor (HIF)-mediated induction of the long noncoding RNA NICI	SRR3180002	GSM2067528	SRR3180010	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2067520_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2067521	GSE78114	31690629	Hypoxia drives glucose transporter 3 expression through hypoxia-inducible transcription factor (HIF)-mediated induction of the long noncoding RNA NICI	SRR3180003	GSM2067528	SRR3180010	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2067521_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2175787	GSE78913	27833659	Identification of activated enhancers and linked transcription factors in breast, prostate, and kidney tumors by tracing enhancer networks using epigenetic traits	SRR3578188	GSM2175789	SRR3578190	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2175787_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2175788	GSE78913	27833659	Identification of activated enhancers and linked transcription factors in breast, prostate, and kidney tumors by tracing enhancer networks using epigenetic traits	SRR3578189	GSM2175789	SRR3578190	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2175788_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2258722	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997211	GSM2258738,GSM2258739	SRR3997227	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2258722_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2483418	GSE94804	28973448	Targeted chromatin ligation, a robust epigenetic profiling technique for small cell numbers	SRR5247744	GSM2677951	SRR5732673	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2483418_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2483420	GSE94804	28973448	Targeted chromatin ligation, a robust epigenetic profiling technique for small cell numbers	SRR5247746	GSM2677951	SRR5732673	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2483420_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2483421	GSE94804	28973448	Targeted chromatin ligation, a robust epigenetic profiling technique for small cell numbers	SRR5247747	GSM2677951	SRR5732673	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2483421_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2483422	GSE94804	28973448	Targeted chromatin ligation, a robust epigenetic profiling technique for small cell numbers	SRR5247748	GSM2677951	SRR5732673	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2483422_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM2671297	GSE100099	28825732	p53 pulses lead to distinct patterns of gene expression albeit similar DNA-binding dynamics	SRR5690022	GSM2671301	SRR5690026	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2671297_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K27ac	GSM986079	GSE40129	23172872	GATA3 acts upstream of FOXA1 in mediating ESR1 binding by shaping enhancer accessibility	SRR540208	GSM986091	SRR540220	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM986079_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K4me1	GSM2067517	GSE78114	31690629	Hypoxia drives glucose transporter 3 expression through hypoxia-inducible transcription factor (HIF)-mediated induction of the long noncoding RNA NICI	SRR3179999	GSM2067528	SRR3180010	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2067517_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K4me1	GSM2258728	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997217	GSM2258738,GSM2258739	SRR3997227,SRR3997228	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2258728_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K4me1	GSM2258729	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997218	GSM2258738,GSM2258739	SRR3997227,SRR3997228	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM2258729_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MCF-7	H3K4me1	GSM986083	GSE40129	23172872	GATA3 acts upstream of FOXA1 in mediating ESR1 binding by shaping enhancer accessibility	SRR540212	GSM986091	SRR540220	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MCF-7_GSM986083_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-231	H3K27ac	GSM1204474	GSE49651	24885402	Nucleosome positioning and histone modifications define relationships between regulatory elements and nearby gene expression in breast epithelial cells	SRR949140	GSM1204476	SRR949142	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231_GSM1204474_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-231	H3K27ac	GSM1204475	GSE49651	24885402	Nucleosome positioning and histone modifications define relationships between regulatory elements and nearby gene expression in breast epithelial cells	SRR949141	GSM1204476	SRR949142	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231_GSM1204475_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-231	H3K27ac	GSM1855991	GSE72141	32811816	Interaction of the pioneer transcription factor GATA3 with nucleosomes	SRR2171311	GSM1855997,GSM1855998	SRR2171317,SRR2171318	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231_GSM1855991_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-231	H3K27ac	GSM1855992	GSE72141	32811816	Interaction of the pioneer transcription factor GATA3 with nucleosomes	SRR2171312	GSM1855997,GSM1855998	SRR2171317,SRR2171318	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231_GSM1855992_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-231	H3K4me1	GSM1204470	GSE49651	24885402	Nucleosome positioning and histone modifications define relationships between regulatory elements and nearby gene expression in breast epithelial cells	SRR949136	GSM1204476	SRR949142	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231_GSM1204470_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
